FlightDate,FlightTime,Airport,FlightRange,BagNumber,MaxSpendingRange,DropOffRange
2012-08-06,13:14:15,ONT,35.0,0.9,52,1.1
1971-06-21,21:29:08,ONT,15.0,1.6,86,0.6
1970-06-18,02:42:58,LAX,40.0,0.4,99,1.6
1989-06-30,16:44:08,LAX,32.5,1.2,65,0.0
1979-07-23,21:47:30,ONT,47.5,1.5,62,1.2
1973-01-08,10:22:03,LAX,40.0,0.4,72,1.2
2006-11-21,06:25:06,LAX,22.5,0.0,26,0.8
2011-08-10,20:01:54,LAX,35.0,1.1,91,0.1
1981-12-25,10:17:46,LAX,42.5,1.4,87,1.1
1972-07-21,11:18:52,LAX,5.0,0.9,54,1.4
1993-09-01,20:55:21,ONT,12.5,1.2,85,0.0
1984-02-13,03:49:38,ONT,25.0,1.6,74,0.9
1989-05-25,13:52:14,ONT,2.5,0.5,59,1.0
1975-12-06,23:34:35,LAX,12.5,1.3,31,0.6
1970-05-29,06:05:43,LAX,37.5,1.8,38,0.5
2000-03-20,14:21:55,ONT,7.5,0.3,32,0.9
1977-07-22,23:43:47,ONT,25.0,1.5,30,1.2
1979-12-05,12:26:31,LAX,7.5,0.2,40,0.2
1973-08-21,07:02:50,LAX,2.5,1.2,67,1.6
2002-04-08,05:01:43,LAX,10.0,0.9,100,1.8
1993-10-24,06:22:30,LAX,15.0,0.2,39,1.5
1998-08-17,10:38:42,ONT,32.5,0.7,70,1.2
1988-08-21,20:40:20,ONT,25.0,0.2,40,0.7
1993-04-11,05:41:05,LAX,47.5,0.5,83,2.0
1976-12-12,07:54:41,ONT,27.5,0.3,68,1.4
1994-05-23,20:12:28,ONT,30.0,1.7,36,1.1
2013-06-19,07:44:33,ONT,12.5,0.8,100,1.6
2014-06-29,19:07:59,LAX,45.0,0.8,47,1.7
1980-05-26,23:33:41,LAX,12.5,0.9,89,1.3
1973-10-01,04:19:53,ONT,32.5,0.6,62,1.3
1985-06-07,15:44:45,LAX,17.5,1.1,60,0.7
1994-06-19,12:35:24,LAX,12.5,0.5,58,1.1
2012-07-10,19:12:37,ONT,37.5,0.9,78,2.0
1976-05-30,06:03:20,LAX,15.0,1.1,92,0.1
1992-08-14,05:59:09,ONT,40.0,0.5,81,0.3
2000-02-15,06:43:34,LAX,45.0,0.2,27,1.3
2002-10-21,23:54:11,ONT,37.5,1.8,22,1.5
2019-12-14,19:21:17,LAX,2.5,1.3,80,2.0
1993-08-09,22:36:09,LAX,42.5,1.7,81,0.7
1995-01-13,02:51:11,ONT,15.0,0.6,99,1.4
2010-04-08,18:15:03,ONT,12.5,0.7,62,1.8
2016-07-30,14:00:03,LAX,37.5,1.1,46,0.6
1999-11-08,04:14:22,ONT,32.5,0.3,81,0.9
1999-08-09,17:11:49,LAX,35.0,0.9,75,0.4
2006-04-17,23:49:12,ONT,27.5,1.7,89,1.1
2003-10-19,10:36:48,LAX,42.5,0.0,93,0.6
1998-01-29,06:18:32,ONT,7.5,0.6,78,0.3
2002-12-05,21:38:54,LAX,17.5,0.3,89,0.9
2024-04-15,08:44:00,ONT,30.0,0.3,79,1.0
1998-02-22,15:58:31,ONT,47.5,1.5,73,2.0
2010-08-03,06:11:48,ONT,37.5,0.8,72,0.1
1982-07-01,04:47:03,ONT,17.5,0.6,79,0.9
1998-08-17,22:20:47,LAX,5.0,0.9,75,1.7
1973-07-13,19:51:11,LAX,15.0,1.4,100,1.0
2012-12-15,05:25:07,LAX,42.5,0.5,85,0.6
2015-05-03,23:39:59,LAX,42.5,0.1,43,1.3
1984-03-15,19:29:29,ONT,35.0,0.6,79,1.5
2000-06-18,17:39:11,LAX,30.0,0.6,44,1.1
2019-04-18,10:23:05,LAX,17.5,0.7,95,1.3
2002-02-21,10:39:20,LAX,7.5,0.2,90,1.7
2017-02-03,19:21:46,ONT,37.5,0.9,33,1.4
1999-06-05,02:07:50,LAX,5.0,1.4,60,1.3
2002-08-01,16:16:19,LAX,40.0,0.9,24,1.8
2007-07-06,00:08:01,ONT,5.0,0.2,33,0.8
2023-06-23,14:37:25,ONT,45.0,1.5,50,0.1
1999-05-04,22:10:11,ONT,32.5,1.8,87,0.5
2004-06-18,13:28:19,ONT,2.5,1.7,84,0.1
2022-08-11,02:35:08,ONT,17.5,1.0,67,1.1
1972-06-08,19:29:34,LAX,42.5,0.4,69,1.5
2002-08-20,20:37:37,ONT,45.0,1.2,26,0.8
2014-01-21,01:57:53,ONT,2.5,0.7,24,2.0
1995-08-05,15:00:40,ONT,35.0,0.0,97,0.7
2008-05-13,21:00:47,LAX,42.5,0.8,61,0.0
2012-11-23,01:13:36,ONT,42.5,0.0,65,0.9
2009-09-16,19:15:49,ONT,42.5,0.1,61,1.3
2002-11-29,23:25:38,ONT,50.0,0.4,75,0.0
2011-10-20,12:33:21,ONT,12.5,0.2,76,0.8
1992-09-28,22:30:33,LAX,7.5,0.7,72,0.7
1971-03-28,03:22:49,LAX,40.0,1.9,29,1.8
1970-01-09,07:23:10,ONT,47.5,1.9,83,1.2
2013-03-14,12:08:32,ONT,30.0,0.2,97,0.8
1987-05-17,17:25:23,ONT,5.0,0.3,86,1.9
1994-11-22,19:55:29,ONT,22.5,0.3,60,1.0
1983-05-07,15:22:35,ONT,27.5,0.7,98,1.8
2024-07-05,17:12:04,LAX,50.0,1.8,61,0.2
1995-11-02,17:23:54,ONT,7.5,0.6,85,1.1
1978-12-15,04:50:42,ONT,32.5,0.9,60,0.8
1973-10-16,15:34:04,LAX,20.0,1.6,38,0.1
1988-12-18,19:45:55,ONT,20.0,1.4,60,1.6
2012-04-08,14:58:42,ONT,5.0,1.3,82,0.3
2006-11-20,12:57:53,LAX,42.5,0.8,73,0.3
2025-02-04,09:35:22,LAX,50.0,0.3,95,0.2
1990-10-07,13:12:55,LAX,25.0,0.5,38,1.5
1984-06-05,20:19:27,ONT,32.5,1.7,89,1.9
2012-11-21,00:42:09,ONT,17.5,1.1,46,1.1
1990-05-06,16:18:33,ONT,27.5,0.5,77,1.9
2012-07-09,05:41:49,LAX,17.5,1.1,32,1.4
2009-01-04,18:37:37,ONT,27.5,0.5,86,0.7
2020-03-03,15:47:22,LAX,2.5,0.7,61,1.7
1982-03-31,20:54:15,LAX,2.5,0.2,83,1.1
2004-01-21,07:28:37,LAX,37.5,1.0,83,1.8
1992-01-29,18:01:30,ONT,37.5,0.4,54,0.2
1990-03-23,13:36:45,ONT,22.5,0.5,95,1.7
1988-06-24,12:45:36,ONT,17.5,0.9,27,1.3
2017-01-17,03:47:10,ONT,27.5,1.1,85,1.2
1979-09-12,00:57:01,LAX,22.5,0.3,29,1.2
2000-10-02,07:52:41,LAX,50.0,1.3,99,1.8
1976-11-24,02:40:31,LAX,27.5,0.6,82,2.0
1975-04-15,04:15:43,ONT,25.0,0.1,27,0.6
1990-06-24,01:01:34,ONT,7.5,1.9,26,0.1
1975-01-03,04:20:55,ONT,17.5,0.2,94,0.2
1999-11-08,07:26:49,ONT,25.0,1.9,90,0.1
1997-03-11,05:34:33,ONT,12.5,0.2,100,1.8
1981-06-02,18:27:21,ONT,20.0,0.8,33,1.3
1983-03-16,15:24:52,ONT,12.5,1.2,86,1.6
1990-12-09,20:49:07,ONT,22.5,1.3,66,0.2
1984-03-20,13:53:17,LAX,42.5,1.8,87,1.4
2006-10-07,10:47:52,LAX,25.0,0.5,95,1.3
1985-04-23,08:56:24,ONT,47.5,1.6,53,0.8
1994-10-25,02:43:26,ONT,5.0,0.6,65,0.6
1972-09-01,18:29:47,LAX,7.5,1.9,82,1.1
2019-01-21,16:35:44,ONT,12.5,0.2,97,0.7
2002-11-11,16:27:25,ONT,27.5,1.3,78,1.3
2013-01-24,07:23:51,LAX,7.5,0.1,28,0.7
1987-07-26,10:13:25,ONT,30.0,1.8,35,1.8
2013-06-21,07:30:03,ONT,5.0,1.3,71,0.4
2024-09-21,23:52:07,ONT,47.5,0.1,85,0.3
1988-05-23,04:57:26,LAX,32.5,0.6,79,1.0
1974-11-14,13:36:24,LAX,17.5,0.0,56,2.0
2016-09-15,09:42:46,ONT,22.5,1.7,63,0.2
2001-05-23,15:53:58,LAX,30.0,1.9,30,0.9
1983-01-12,03:23:04,ONT,47.5,1.1,96,2.0
1983-06-30,22:33:48,LAX,22.5,0.1,93,1.7
2012-01-17,15:29:57,LAX,5.0,1.7,100,2.0
1985-04-26,08:22:15,LAX,50.0,0.5,24,1.4
2015-06-08,05:56:57,LAX,12.5,1.3,38,1.1
2019-08-07,20:59:25,ONT,20.0,0.1,22,1.4
2004-07-08,13:30:42,ONT,42.5,1.2,48,0.4
1988-12-04,21:23:24,ONT,50.0,1.7,100,1.3
1970-06-07,15:59:39,ONT,25.0,0.2,26,1.1
1993-09-27,14:07:33,ONT,12.5,1.6,23,0.7
1989-02-05,22:36:46,LAX,27.5,0.7,85,1.1
2001-01-24,21:14:06,ONT,27.5,0.8,77,1.7
2011-12-06,09:50:46,ONT,22.5,1.4,23,0.7
1981-09-10,07:57:21,ONT,45.0,1.4,46,0.5
2025-02-01,01:57:23,LAX,50.0,0.4,83,1.9
2019-06-09,06:05:42,LAX,35.0,0.5,70,0.5
1990-06-10,20:25:54,ONT,20.0,0.4,98,2.0
1989-05-13,12:59:41,ONT,5.0,0.6,74,0.4
1993-02-21,04:54:39,ONT,22.5,0.0,99,1.2
2002-04-12,19:20:48,LAX,32.5,0.3,89,0.4
1993-09-03,02:52:43,LAX,20.0,0.5,72,0.6
1998-12-12,04:57:37,LAX,37.5,0.0,57,1.2
2017-08-18,06:13:49,ONT,37.5,0.7,27,1.0
1978-05-10,11:04:53,LAX,42.5,0.4,71,1.2
2017-04-18,13:08:57,LAX,42.5,0.4,80,1.1
2020-10-09,03:19:52,ONT,17.5,1.6,90,1.3
1983-06-01,19:23:54,ONT,30.0,1.1,75,1.9
1994-01-28,05:03:26,ONT,27.5,1.9,31,0.9
2012-10-19,19:08:26,LAX,50.0,0.9,43,1.8
1977-04-11,22:14:20,ONT,2.5,1.8,86,0.7
1995-05-17,10:48:24,ONT,20.0,1.2,98,0.0
2016-12-03,00:01:39,ONT,47.5,0.2,97,0.9
2019-12-31,15:27:04,LAX,5.0,0.6,64,1.2
1973-04-05,20:54:56,ONT,45.0,0.0,95,1.8
1990-11-13,00:17:12,LAX,32.5,1.2,37,0.2
1987-11-12,06:13:46,ONT,15.0,0.9,76,1.1
1977-06-06,11:44:39,LAX,47.5,1.9,23,1.1
1986-05-16,17:40:45,LAX,22.5,0.1,39,0.1
2014-04-24,21:11:51,ONT,25.0,1.6,79,1.6
1991-03-08,16:50:48,ONT,47.5,1.1,61,0.9
1999-11-23,19:54:57,LAX,35.0,1.0,54,2.0
1984-04-19,19:25:14,LAX,42.5,0.9,78,1.6
2000-10-18,03:28:57,LAX,17.5,0.0,37,0.0
2006-09-22,06:32:03,ONT,37.5,0.2,75,1.8
1975-02-22,09:38:32,ONT,22.5,0.5,84,0.7
1974-11-03,15:44:48,ONT,37.5,0.6,27,1.0
1978-07-26,05:23:23,ONT,47.5,1.4,54,1.3
1982-03-23,03:09:39,LAX,15.0,0.2,71,2.0
2021-06-04,09:55:12,ONT,20.0,0.5,37,0.7
1971-07-10,02:37:50,LAX,27.5,0.4,91,1.3
2022-10-27,17:53:41,LAX,20.0,0.8,84,1.2
1978-11-08,23:27:00,LAX,35.0,0.7,25,0.1
2015-09-20,11:58:24,ONT,37.5,0.0,94,1.5
2000-06-08,23:14:01,LAX,42.5,0.7,62,0.6
2009-11-14,03:02:21,ONT,27.5,1.2,95,0.2
2014-05-25,10:07:50,LAX,22.5,0.6,31,0.8
1986-01-11,04:57:05,LAX,12.5,1.0,28,1.9
2021-09-27,10:20:16,ONT,50.0,0.2,46,1.6
1987-06-13,13:59:46,LAX,27.5,0.0,56,0.6
2000-05-25,18:43:01,ONT,27.5,0.3,53,0.2
1991-06-10,11:02:42,LAX,47.5,1.7,52,0.7
1989-02-21,18:43:31,LAX,22.5,1.0,28,0.5
1982-10-27,09:30:25,ONT,42.5,1.5,21,1.8
2009-04-14,09:47:32,ONT,45.0,0.4,72,1.0
1994-08-07,19:27:53,LAX,32.5,1.1,65,1.8
2019-03-23,09:30:47,LAX,25.0,1.7,77,1.9
1973-08-25,16:30:44,ONT,40.0,1.8,60,0.0
1980-03-12,12:23:55,ONT,50.0,0.6,32,1.4
1982-07-07,11:29:53,ONT,2.5,0.1,52,1.9
1990-05-13,03:43:54,ONT,35.0,0.5,48,1.4
1992-09-12,15:45:18,ONT,27.5,0.9,67,2.0
2004-01-11,22:58:03,ONT,40.0,1.9,33,2.0
2022-09-14,02:00:18,ONT,32.5,0.0,100,1.8
2000-06-28,02:04:43,ONT,17.5,0.6,69,0.8
2012-05-03,14:01:41,LAX,32.5,0.0,69,0.2
1977-06-08,21:50:23,LAX,2.5,1.3,75,1.0
1983-11-27,21:20:22,ONT,47.5,0.5,66,1.3
1973-03-17,17:33:26,LAX,17.5,1.4,84,0.0
1979-10-10,11:59:50,ONT,32.5,1.0,30,0.3
1997-01-15,02:36:10,LAX,50.0,1.7,82,1.4
1977-07-18,15:09:05,ONT,17.5,0.2,49,0.3
2010-11-03,08:28:41,ONT,15.0,0.9,62,0.4
2016-08-31,09:45:49,ONT,12.5,0.4,58,0.3
2001-08-15,14:09:09,LAX,5.0,0.4,82,1.3
1998-07-06,17:11:39,LAX,15.0,0.5,68,1.8
2024-07-01,10:28:38,LAX,7.5,1.1,69,0.3
2003-08-05,23:51:23,LAX,37.5,0.8,38,1.5
1992-12-10,22:37:02,ONT,17.5,0.0,39,0.0
2021-12-06,10:43:42,LAX,10.0,0.4,43,0.5
2008-11-24,06:38:21,LAX,40.0,0.1,28,1.2
1990-06-19,03:40:50,ONT,20.0,1.2,94,0.1
1999-05-02,19:49:17,ONT,5.0,0.8,84,0.4
1978-09-24,11:25:37,LAX,20.0,0.6,66,0.0
2005-07-12,09:11:08,ONT,40.0,0.9,76,0.6
1980-07-04,03:24:36,ONT,47.5,0.1,92,1.8
1992-03-31,00:57:19,ONT,47.5,0.8,23,1.9
2000-07-07,00:12:40,LAX,40.0,1.9,74,0.2
1977-11-22,16:57:13,LAX,22.5,1.9,39,1.6
1992-08-17,12:00:24,ONT,17.5,1.1,92,1.4
2023-02-18,23:41:00,ONT,50.0,0.4,91,2.0
2018-12-22,13:49:14,LAX,20.0,0.4,47,1.2
1979-09-04,23:47:37,ONT,37.5,0.1,56,0.7
2015-04-25,19:32:54,LAX,15.0,1.6,73,0.2
1978-12-08,08:56:28,LAX,50.0,1.4,37,1.8
2020-05-19,06:13:29,LAX,7.5,0.4,70,0.5
1997-08-06,05:47:52,LAX,45.0,1.4,91,1.7
2004-01-14,12:08:27,LAX,2.5,0.0,86,1.9
2004-10-19,18:23:47,ONT,50.0,0.0,94,0.5
1975-01-16,07:22:31,ONT,37.5,0.8,84,1.5
2004-05-31,15:13:52,ONT,10.0,1.3,43,0.4
1978-11-24,03:01:22,ONT,27.5,1.0,89,1.0
2023-06-28,15:03:38,ONT,15.0,0.7,82,1.8
1970-08-07,04:33:05,LAX,40.0,0.8,76,0.9
2021-11-03,01:28:44,ONT,27.5,0.0,68,0.6
2011-10-07,04:24:41,ONT,2.5,1.7,63,1.2
2002-04-21,19:18:42,LAX,47.5,0.5,65,0.1
2023-04-23,02:25:16,LAX,7.5,0.6,98,1.4
1985-12-24,14:23:58,ONT,5.0,0.0,44,1.4
1994-08-19,14:42:59,ONT,2.5,1.1,78,0.8
1980-04-30,16:49:29,ONT,32.5,1.7,81,1.3
2015-06-27,07:01:57,ONT,22.5,0.8,80,1.9
1999-10-30,13:40:40,ONT,37.5,1.0,57,0.8
1971-04-30,16:47:50,LAX,32.5,0.2,81,0.1
2003-12-29,09:09:22,ONT,2.5,0.3,74,1.8
2012-03-17,01:09:03,LAX,17.5,0.8,36,0.0
2019-09-09,22:51:45,LAX,20.0,0.9,97,1.0
2021-04-27,16:52:14,LAX,5.0,0.9,95,1.1
2006-08-17,21:27:42,LAX,42.5,1.5,38,1.0
2023-10-23,15:04:17,ONT,37.5,1.6,97,1.9
1972-02-02,11:12:53,LAX,27.5,0.7,56,0.2
2008-02-23,13:42:46,LAX,7.5,0.4,72,0.6
2014-12-31,21:42:15,LAX,22.5,0.2,91,1.2
1984-03-25,04:20:12,LAX,25.0,1.0,26,0.8
2001-03-08,18:36:56,ONT,17.5,1.6,76,0.8
1986-02-21,21:22:07,ONT,2.5,0.8,93,1.1
1994-12-17,07:27:27,ONT,17.5,0.6,79,0.2
2005-01-24,03:26:34,ONT,15.0,1.0,33,1.6
1979-01-02,23:29:52,ONT,22.5,0.9,83,1.3
2000-05-13,09:57:11,LAX,42.5,1.0,60,0.5
2001-12-18,18:59:37,LAX,7.5,0.2,99,0.0
2023-11-02,22:12:20,ONT,42.5,0.6,41,0.1
1994-01-21,21:50:37,ONT,30.0,1.7,23,0.0
2001-02-10,22:50:52,ONT,5.0,1.5,81,1.7
1970-10-07,08:54:57,ONT,35.0,1.7,89,0.1
2013-08-31,12:46:32,LAX,7.5,0.1,87,0.1
1987-08-27,12:34:26,LAX,15.0,0.3,33,0.6
1974-04-13,12:57:19,LAX,47.5,0.4,66,1.1
2008-06-18,06:32:37,ONT,5.0,0.4,65,1.0
2023-06-05,01:27:17,ONT,42.5,1.4,71,1.7
1987-12-03,03:25:56,ONT,2.5,0.1,57,1.7
1987-02-14,13:06:49,LAX,7.5,0.8,73,0.8
2016-11-30,23:27:24,LAX,40.0,0.0,85,0.1
1997-03-03,10:56:36,ONT,5.0,1.9,93,0.8
1986-11-02,19:30:46,ONT,30.0,1.5,95,0.2
1982-08-10,18:05:59,ONT,30.0,1.0,82,0.9
2001-12-21,17:56:19,ONT,20.0,1.2,68,0.9
1989-08-09,22:37:41,ONT,37.5,1.2,60,1.7
1993-12-31,18:05:12,ONT,2.5,0.4,22,1.8
2012-08-24,11:18:56,LAX,15.0,0.4,98,0.2
1998-02-19,09:49:36,ONT,32.5,1.9,67,0.5
2003-04-10,14:50:48,ONT,30.0,1.9,32,0.9
1995-09-29,02:00:15,ONT,10.0,0.4,61,1.0
2014-06-02,10:57:05,ONT,32.5,1.0,78,1.8
1984-01-31,05:00:13,LAX,40.0,1.3,21,1.5
1970-10-22,13:28:22,ONT,40.0,0.5,68,1.5
2009-05-15,00:30:50,LAX,35.0,1.7,88,1.9
2012-10-17,06:35:54,LAX,32.5,0.8,73,1.2
1997-06-28,08:23:53,LAX,22.5,0.2,87,0.5
2004-09-04,20:26:00,ONT,12.5,1.9,84,1.1
1994-04-30,11:16:41,ONT,32.5,1.0,97,0.0
2017-03-11,19:45:21,ONT,12.5,1.9,84,1.2
1988-05-26,02:45:18,LAX,30.0,0.3,44,1.7
2012-02-27,19:24:44,ONT,35.0,1.4,41,1.3
1998-11-09,01:28:03,ONT,30.0,0.9,70,1.7
2017-03-13,04:10:08,LAX,25.0,0.1,95,1.7
2024-04-09,23:49:10,ONT,22.5,0.1,47,1.7
2011-06-01,09:47:15,ONT,25.0,0.8,79,0.4
1971-01-26,02:14:02,LAX,7.5,1.9,83,0.9
1996-10-12,12:25:43,LAX,50.0,1.3,88,1.7
2002-10-04,19:13:20,ONT,45.0,1.9,75,1.0
2019-07-27,23:39:36,LAX,32.5,0.0,33,0.2
2009-12-27,11:44:47,ONT,40.0,1.8,83,1.2
2020-07-01,03:19:45,LAX,7.5,1.5,66,1.9
2004-07-18,07:23:08,ONT,42.5,0.5,23,1.8
1991-10-11,06:00:54,ONT,27.5,1.1,26,0.6
2015-05-29,08:20:02,LAX,47.5,1.3,41,0.2
2004-06-20,09:12:09,LAX,2.5,0.0,80,0.2
1971-11-19,01:25:01,LAX,30.0,1.7,78,0.1
1992-11-07,21:42:48,ONT,37.5,0.5,45,1.4
2016-12-29,00:34:29,LAX,42.5,1.3,89,0.7
1987-01-17,05:59:09,LAX,20.0,0.9,81,1.9
2002-04-22,13:28:33,LAX,20.0,0.5,85,1.7
1973-04-21,17:57:22,LAX,22.5,0.2,96,0.9
1979-09-18,07:02:40,LAX,5.0,0.8,49,0.0
1990-07-14,15:08:56,LAX,27.5,1.9,40,1.1
2015-08-18,15:56:13,ONT,25.0,0.0,21,1.1
2001-06-12,05:58:33,ONT,20.0,0.5,58,1.5
1998-04-24,09:27:44,ONT,5.0,1.4,50,1.4
2020-03-17,01:00:15,LAX,2.5,1.8,74,0.9
1985-12-07,22:07:13,LAX,42.5,0.5,55,0.4
1985-02-07,10:29:42,ONT,40.0,0.0,43,0.9
2011-03-25,15:07:16,LAX,25.0,1.9,66,2.0
2014-02-12,06:54:51,LAX,47.5,1.3,76,1.7
2021-05-09,13:56:35,LAX,47.5,0.0,95,1.2
2003-04-29,00:16:09,ONT,47.5,1.0,93,0.7
2022-10-13,15:38:52,LAX,27.5,1.8,32,1.2
2002-10-05,13:00:10,LAX,17.5,0.6,46,0.0
1975-08-29,23:55:48,LAX,5.0,1.6,21,1.4
1972-11-28,00:39:52,LAX,10.0,1.6,32,1.5
1989-02-19,16:12:53,ONT,2.5,0.5,67,0.3
2019-10-24,12:54:26,LAX,2.5,1.0,20,0.5
1993-02-19,22:11:13,LAX,17.5,0.9,95,1.1
1977-05-01,16:26:04,ONT,20.0,1.8,87,2.0
1989-02-07,10:51:02,LAX,25.0,1.5,34,1.8
1978-03-02,02:29:20,LAX,35.0,0.7,77,1.9
2017-07-31,05:59:11,LAX,5.0,0.9,73,1.8
2006-05-22,08:50:54,LAX,12.5,1.3,88,0.6
2021-10-03,03:48:48,ONT,50.0,1.7,93,1.6
1998-08-07,08:04:43,ONT,22.5,1.1,42,0.4
2018-11-10,21:44:30,LAX,35.0,1.6,92,1.3
1970-02-25,23:50:01,LAX,10.0,1.0,74,2.0
2019-05-01,16:34:05,ONT,40.0,1.2,61,0.1
2006-02-08,19:28:22,LAX,15.0,1.0,64,0.2
1990-05-12,10:20:50,LAX,42.5,0.5,72,2.0
2012-09-12,15:40:16,ONT,47.5,0.0,82,0.0
2013-05-04,10:32:50,LAX,15.0,0.5,68,0.3
1970-08-14,06:40:21,ONT,40.0,0.4,97,1.6
1972-05-22,09:11:32,LAX,47.5,0.4,85,0.3
1979-07-10,08:14:29,ONT,7.5,0.8,51,0.9
1989-08-01,18:45:58,ONT,42.5,1.7,79,0.5
2004-05-26,10:11:04,ONT,40.0,0.0,57,0.0
2023-02-17,19:52:12,LAX,42.5,0.6,23,2.0
1976-06-30,07:48:49,ONT,45.0,1.4,45,0.9
2010-03-08,13:23:16,ONT,22.5,0.8,56,0.8
2011-02-14,11:16:34,LAX,45.0,0.1,84,1.6
2020-06-12,17:12:54,ONT,10.0,1.7,96,0.0
1975-05-11,12:00:39,ONT,2.5,0.3,68,0.7
1990-04-06,14:08:12,LAX,22.5,1.5,63,1.0
2024-01-19,03:13:05,LAX,47.5,0.3,27,1.4
2022-12-16,04:20:25,ONT,45.0,1.4,51,2.0
2007-02-11,15:51:21,ONT,50.0,0.1,66,0.7
1975-06-19,22:09:40,LAX,7.5,0.8,62,1.1
1972-08-22,22:03:27,LAX,17.5,1.1,84,1.0
1975-12-02,01:26:31,ONT,5.0,0.6,20,1.2
1975-08-26,09:11:28,LAX,15.0,0.1,47,1.3
2012-07-08,06:43:22,ONT,27.5,0.6,66,1.0
2012-11-02,09:40:22,ONT,17.5,0.5,66,0.8
1988-05-08,23:29:11,LAX,40.0,0.7,61,1.2
1983-09-06,01:02:41,ONT,35.0,0.7,24,1.6
2019-01-27,00:50:44,LAX,12.5,1.0,66,0.5
1975-04-30,16:49:39,LAX,15.0,0.0,91,1.3
1989-10-11,14:41:21,ONT,27.5,1.4,82,1.4
1998-02-12,14:32:09,LAX,17.5,0.6,62,1.8
2009-09-16,00:13:09,LAX,7.5,1.3,41,0.5
1987-05-01,13:57:09,ONT,12.5,1.8,69,0.6
1978-01-22,20:01:56,ONT,35.0,0.0,100,0.8
1999-03-07,02:17:55,LAX,32.5,1.8,48,0.5
1971-03-27,10:48:22,LAX,27.5,1.9,79,1.4
1999-09-29,02:35:17,ONT,50.0,1.2,88,0.7
1979-12-04,04:32:35,LAX,25.0,1.8,78,0.1
1988-05-02,15:37:54,LAX,10.0,0.2,62,1.3
2016-08-20,11:52:39,LAX,5.0,1.3,38,2.0
1998-07-24,09:10:27,LAX,22.5,0.3,22,0.5
1996-01-09,14:07:11,ONT,42.5,0.7,97,1.0
2007-06-11,15:28:59,ONT,22.5,0.4,46,0.8
2022-02-10,14:20:28,ONT,20.0,1.5,57,1.3
1985-07-23,11:16:55,LAX,5.0,0.0,80,1.5
2003-06-14,01:40:22,ONT,30.0,1.2,55,1.3
2008-05-30,23:20:53,LAX,5.0,1.1,69,1.4
2009-08-09,22:06:29,LAX,15.0,0.4,57,1.8
1975-04-19,19:13:23,ONT,5.0,1.0,71,0.1
1992-04-10,20:12:18,ONT,30.0,0.2,24,1.6
2013-12-11,00:16:07,LAX,25.0,0.5,74,1.4
1998-08-11,20:25:27,ONT,40.0,1.3,73,1.9
1986-04-17,11:43:12,LAX,42.5,0.0,71,1.7
2016-01-02,07:32:53,ONT,37.5,0.7,86,1.0
1990-05-04,04:25:21,ONT,10.0,0.1,98,1.4
1970-12-10,00:51:47,ONT,45.0,1.5,45,1.6
1975-06-22,02:50:34,ONT,10.0,1.9,98,1.7
2018-12-27,10:39:26,ONT,17.5,0.4,41,1.1
1983-09-16,08:06:39,LAX,22.5,1.2,98,1.0
2004-12-03,11:57:30,ONT,45.0,0.3,60,0.5
1975-08-17,18:51:22,ONT,7.5,1.2,67,0.5
2013-05-03,20:54:25,ONT,7.5,1.8,82,0.4
2015-06-22,02:58:48,LAX,25.0,0.7,79,0.6
2009-10-16,06:33:13,ONT,32.5,0.8,88,2.0
1974-05-16,12:13:24,ONT,10.0,0.3,46,1.3
1984-05-18,06:12:21,ONT,2.5,0.6,94,1.0
2021-05-07,17:54:05,ONT,40.0,1.0,93,1.1
2022-01-22,19:59:00,LAX,25.0,0.4,24,0.6
2003-06-20,16:08:16,ONT,27.5,0.1,95,0.3
2004-06-19,03:18:14,ONT,27.5,0.2,87,1.8
1971-08-24,23:16:26,LAX,20.0,1.3,40,1.2
2024-01-15,18:53:54,ONT,47.5,0.2,88,0.9
2019-03-05,05:43:58,ONT,25.0,0.4,65,0.6
1984-02-27,13:05:51,ONT,10.0,0.0,32,1.1
1982-11-13,22:10:48,LAX,20.0,0.6,25,1.5
2002-01-26,22:16:45,LAX,42.5,1.7,88,0.2
1999-07-07,16:16:59,LAX,5.0,0.2,94,0.6
1984-11-09,17:41:12,LAX,40.0,0.4,87,0.4
1986-06-25,10:35:56,ONT,12.5,0.0,95,0.2
2012-08-06,23:53:56,ONT,47.5,0.8,63,1.9
1994-11-18,09:53:32,LAX,50.0,0.2,71,0.7
2009-02-25,04:54:34,LAX,47.5,1.5,74,0.6
2011-06-13,16:31:00,LAX,5.0,1.9,100,0.6
1998-12-27,09:21:38,ONT,32.5,1.7,46,1.0
2012-02-24,17:29:07,ONT,40.0,0.3,34,1.2
1996-07-19,07:51:37,ONT,27.5,1.3,98,2.0
1992-02-26,17:38:49,ONT,27.5,0.5,70,1.6
2010-10-05,18:48:38,ONT,40.0,1.5,44,1.1
1981-10-10,19:51:22,ONT,2.5,0.6,34,1.5
2016-07-01,00:09:51,ONT,42.5,1.6,68,0.8
2004-01-03,03:28:47,ONT,7.5,1.4,79,1.9
1974-08-04,07:30:07,ONT,20.0,1.6,81,0.5
1981-05-03,23:21:18,ONT,20.0,1.9,65,1.3
1984-03-09,18:55:44,ONT,42.5,1.3,88,1.5
1987-07-20,21:29:27,ONT,30.0,1.1,35,1.8
2012-01-27,21:02:26,LAX,27.5,0.8,75,1.2
1993-08-26,08:26:50,ONT,47.5,0.7,64,1.7
